ID_Pelanggan,Usia_Pelanggan,Jenis_kelamin,Tanggungan,Pendidikan,Status_Kawin,Kode_Kota,Punya_Kendaraan,Punya_Rumah,Pinjaman,Kontak,Pekerjaan,Penghasilan
712821333,46,F,4,Graduate,Married,NY,yes,no,no,cellular,Selfemployeed,16520
712822758,45,F,4,Graduate,Married,TX,no,no,no,cellular,Businessman,31945
712826208,37,M,2,Uneducated,Single,FL,no,no,no,cellular,Selfemployeed,14975
712827258,42,M,3,Graduate,Married,NY,no,no,no,cellular,White-collar,91305
712828533,54,M,1,Unknown,Single,TX,no,no,no,cellular,Selfemployeed,79642
712829808,51,F,4,Unknown,Single,CA,no,no,no,cellular,Businessman,20456
712831908,49,M,0,Graduate,Married,CA,yes,yes,no,cellular,White-collar,68564
712833633,43,M,2,Uneducated,Single,NY,yes,no,no,cellular,Businessman,145350
712834533,40,M,2,Graduate,Married,NY,yes,no,yes,cellular,Businessman,50783
712835433,49,M,3,Graduate,Single,FL,no,yes,no,cellular,Blue-collar,82349
712837233,37,M,3,Graduate,Married,FL,no,yes,yes,cellular,Blue-collar,40138
712838358,52,M,4,High School,Unknown,NJ,no,no,no,cellular,Retirees,74732
712839633,43,M,2,Graduate,Single,NY,yes,no,no,unknown,Govt,117121
712840608,40,F,2,Doctorate,Married,CA,no,yes,no,telephone,White-collar,49700
712841883,39,F,3,Uneducated,Single,TX,no,no,no,cellular,Businessman,102012
712843983,41,F,2,Doctorate,Unknown,FL,no,yes,no,unknown,Businessman,24965
712845258,58,F,2,High School,Single,CA,yes,no,no,cellular,Selfemployeed,52226
712846458,42,M,4,Uneducated,Married,TX,no,no,no,cellular,Businessman,180767
712847208,36,M,1,Unknown,Married,FL,no,no,no,telephone,Govt,18043
712849158,44,F,3,Unknown,Married,TX,yes,no,yes,cellular,Retirees,23184
712851108,56,F,4,Uneducated,Married,NY,yes,yes,no,unknown,Govt,33948
712852233,37,M,2,Graduate,Single,NJ,yes,yes,no,cellular,Blue-collar,69549
712853358,42,F,2,Doctorate,Unknown,FL,no,yes,no,unknown,White-collar,23646
712854633,43,F,3,High School,Married,TX,no,yes,no,unknown,Blue-collar,32938
712855683,46,M,4,Uneducated,Single,CA,yes,no,no,cellular,Businessman,84913
712860858,46,M,4,Uneducated,Married,TX,yes,yes,no,unknown,Businessman,86659
712863183,57,M,4,Unknown,Single,TX,no,no,no,cellular,White-collar,144014
712864683,38,F,1,Uneducated,Married,TX,yes,no,no,unknown,Selfemployeed,14975
712865583,49,F,3,Uneducated,Married,NV,no,no,no,cellular,White-collar,45636
712866933,45,F,2,Graduate,Unknown,TX,no,yes,no,cellular,Blue-collar,40705
712867983,57,M,4,High School,Married,NY,no,no,no,cellular,Govt,95280
712868733,52,F,2,Unknown,Married,NY,no,no,no,cellular,Selfemployeed,14975
712869783,47,M,3,Graduate,Single,NM,no,yes,no,cellular,Retirees,70602
712872183,43,F,3,High School,Unknown,FL,no,yes,no,unknown,Selfemployeed,28010
712874433,53,M,3,Unknown,Married,NY,no,yes,no,cellular,White-collar,98986
712876233,55,F,2,Graduate,Married,FL,no,yes,no,cellular,Selfemployeed,11346
712877733,48,M,0,Doctorate,Married,CA,yes,yes,no,cellular,White-collar,60785
712879158,38,M,4,Post-Graduate,Single,NY,yes,yes,no,cellular,Blue-collar,106682
712880283,49,F,2,Graduate,Single,TX,no,yes,yes,cellular,Retirees,15188
712881483,56,F,2,Doctorate,Married,NY,yes,no,no,cellular,White-collar,20595
712884408,42,M,4,Uneducated,Single,NY,yes,no,no,cellular,Govt,109279
712885533,50,F,2,High School,Married,CA,yes,yes,no,unknown,White-collar,36059
712886733,49,F,4,Graduate,Married,IA,yes,no,no,unknown,Govt,55840
712887633,49,F,1,Doctorate,Single,NV,no,yes,no,cellular,Retirees,15025
712890408,54,F,2,Post-Graduate,Single,TX,no,yes,no,unknown,Blue-collar,12139
712891833,47,M,3,Uneducated,Unknown,CA,no,no,no,cellular,Businessman,44160
712894308,33,M,1,Graduate,Married,FL,yes,no,no,cellular,Selfemployeed,58520
712895733,48,M,4,Unknown,Single,CA,yes,no,no,cellular,Govt,115979
712899333,50,F,1,Graduate,Married,FL,yes,no,no,cellular,Selfemployeed,6550
712900308,33,F,3,Uneducated,Single,CA,no,no,no,telephone,White-collar,21229
712901283,43,F,3,Post-Graduate,Married,TX,no,no,no,telephone,Retirees,14745
712902483,55,F,0,Uneducated,Married,TX,yes,yes,no,telephone,Blue-collar,17936
712905708,55,F,2,Unknown,Single,TX,yes,no,no,unknown,Selfemployeed,8250
712912233,50,M,5,Uneducated,Married,TX,no,no,no,cellular,Businessman,156583
712914783,40,M,3,Graduate,Unknown,CA,yes,yes,no,cellular,Govt,76470
712916958,48,M,3,Graduate,Married,VA,no,yes,no,cellular,Blue-collar,101597
712918083,48,M,2,Graduate,Married,CA,no,no,no,cellular,Blue-collar,104569
712920633,46,M,3,Graduate,Married,FL,no,yes,yes,cellular,Selfemployeed,58630
712924383,49,F,3,Graduate,Single,CA,no,no,no,cellular,Selfemployeed,5225
712925808,53,M,0,High School,Married,TX,no,yes,no,cellular,Blue-collar,75419
712927383,62,F,1,Graduate,Married,CA,no,yes,no,unknown,Selfemployeed,18864
712931733,55,M,1,High School,Married,NY,yes,no,no,cellular,Govt,101925
712933083,44,F,5,Unknown,Married,TX,yes,no,yes,cellular,Selfemployeed,24994
712934583,29,M,0,Post-Graduate,Married,TX,yes,yes,no,cellular,White-collar,37941
712936908,42,F,0,Unknown,Married,TX,no,yes,no,cellular,Blue-collar,33986
712938258,56,M,1,Unknown,Married,NJ,no,no,no,telephone,Businessman,113377
712939533,73,M,0,High School,Married,IL,yes,yes,no,cellular,Govt,42237
712940508,46,F,3,Unknown,Unknown,CA,yes,yes,yes,unknown,Retirees,17996
712941483,46,M,3,Graduate,Unknown,NJ,no,yes,no,unknown,Businessman,101364
712942308,43,F,3,Post-Graduate,Single,CA,yes,no,no,unknown,Govt,41126
712943508,46,F,4,Post-Graduate,Married,CA,yes,yes,no,cellular,White-collar,70641
712947333,48,F,5,Unknown,Single,TX,yes,no,no,cellular,Selfemployeed,14975
712948383,49,M,4,High School,Single,TX,yes,yes,no,cellular,Businessman,103446
712949733,47,F,2,Uneducated,Single,NY,yes,no,yes,cellular,Businessman,38493
712950783,65,F,0,Uneducated,Single,NY,no,no,no,cellular,Selfemployeed,2565
712952283,32,M,3,Unknown,Single,NJ,no,no,no,cellular,Businessman,170984
712953483,58,F,1,Unknown,Married,NY,yes,no,no,unknown,Selfemployeed,16293
712955433,44,M,4,Doctorate,Married,FL,yes,yes,no,cellular,Govt,102283
712960308,46,F,3,Graduate,Married,TX,no,yes,no,cellular,White-collar,21799
712961658,41,M,3,Unknown,Married,CA,no,no,no,cellular,Blue-collar,97982
712965183,42,F,5,Doctorate,Married,NY,no,yes,yes,cellular,Selfemployeed,8250
712966458,21,F,1,Unknown,Single,NY,yes,no,no,unknown,Businessman,185905
712967508,43,M,4,Graduate,Married,FL,no,no,yes,unknown,Businessman,91003
712968708,55,M,4,Graduate,Single,CA,no,no,no,cellular,Selfemployeed,95026
712971708,37,M,1,High School,Married,FL,yes,no,no,cellular,Selfemployeed,72539
712973733,45,F,3,Graduate,Unknown,NY,yes,no,no,cellular,Blue-collar,13208
712974558,43,M,1,Graduate,Married,CA,no,yes,no,cellular,Govt,68162
712977183,54,F,3,High School,Married,FL,yes,yes,yes,unknown,Blue-collar,13698
712979133,44,F,4,Graduate,Single,NY,no,yes,yes,cellular,Selfemployeed,1250
712980333,56,F,3,Unknown,Single,NY,no,no,yes,cellular,White-collar,30269
712981383,58,F,4,Graduate,Married,FL,no,no,no,cellular,Selfemployeed,5525
712982808,41,F,2,Uneducated,Married,CA,no,yes,no,cellular,Blue-collar,26433
712984983,49,M,1,Graduate,Single,NE,no,yes,no,cellular,Govt,107469
712986483,63,F,0,Graduate,Married,FL,no,no,yes,cellular,Selfemployeed,47013
712987608,59,F,1,Graduate,Single,NY,no,yes,no,telephone,Govt,55691
712988958,49,F,1,Unknown,Married,CA,no,yes,no,unknown,Govt,35737
712990458,55,M,3,Graduate,Single,NY,no,no,no,unknown,White-collar,136223
712991808,46,F,3,Uneducated,Married,NY,no,no,no,unknown,Selfemployeed,14975
712993008,53,M,1,Graduate,Married,TX,yes,yes,no,telephone,Govt,67440
712996833,35,M,3,Unknown,Single,TX,no,yes,no,cellular,White-collar,57140
712998033,50,F,4,Graduate,Single,CA,yes,yes,no,telephone,Retirees,21635
712999008,40,M,3,Unknown,Single,TX,yes,yes,yes,cellular,Businessman,57543
713000058,36,F,3,Graduate,Single,CA,yes,no,no,telephone,White-collar,49635
713003358,39,M,3,High School,Married,TX,yes,yes,no,cellular,Retirees,88551
713004933,59,F,0,High School,Married,FL,no,yes,no,unknown,White-collar,31041
713005908,49,M,4,Uneducated,Unknown,NY,yes,no,yes,cellular,Retirees,77694
713008308,45,F,4,High School,Single,TX,no,no,no,unknown,Govt,17241
713009208,45,M,4,Unknown,Unknown,CA,yes,no,no,cellular,White-collar,56615
713010483,44,F,3,Unknown,Single,CA,yes,yes,no,unknown,Selfemployeed,14975
713011683,30,F,0,Unknown,Married,CA,no,no,no,unknown,Blue-collar,20794
713013483,44,F,2,Graduate,Unknown,TX,yes,yes,no,telephone,Govt,41559
713014533,55,F,2,Graduate,Unknown,CA,no,no,no,cellular,Retirees,38781
713015433,49,M,3,High School,Married,CA,no,yes,no,cellular,Blue-collar,67917
713016633,34,F,2,Post-Graduate,Single,CA,no,no,no,cellular,Govt,19652
713017758,34,M,3,Graduate,Married,FL,no,no,no,cellular,Businessman,91706
713019783,44,F,4,High School,Single,CA,yes,yes,no,cellular,Blue-collar,49722
713021208,52,F,2,Unknown,Married,TX,yes,no,no,unknown,Blue-collar,12327
713023158,48,M,2,Graduate,Single,TX,yes,no,no,cellular,Businessman,54826
713025558,56,F,1,Graduate,Single,NY,no,no,no,cellular,White-collar,18753
713027058,47,F,2,High School,Single,CA,yes,no,yes,unknown,Selfemployeed,30380
713029683,44,M,3,High School,Single,TX,no,yes,yes,cellular,Govt,76221
713030958,50,F,1,High School,Single,TX,no,no,no,telephone,Retirees,19255
713032233,38,M,1,Uneducated,Married,FL,no,no,no,telephone,White-collar,79362
713036208,45,F,2,Doctorate,Married,NY,no,no,yes,cellular,Businessman,222791
713037333,48,F,3,Uneducated,Single,TX,yes,no,yes,cellular,Govt,38813
713039808,39,F,1,Graduate,Single,CA,no,no,no,cellular,Selfemployeed,16069
713041683,63,F,0,Unknown,Single,TX,no,no,no,cellular,White-collar,17298
713043183,38,F,4,High School,Single,NJ,no,no,no,cellular,Blue-collar,57289
713047608,36,F,2,Post-Graduate,Married,CA,no,yes,no,cellular,Businessman,22135
713048733,46,M,5,High School,Single,NY,yes,yes,no,cellular,Govt,48879
713049933,50,F,3,High School,Married,UT,yes,yes,no,unknown,White-collar,22445
713053383,48,F,4,Doctorate,Single,TX,no,yes,no,unknown,Selfemployeed,2565
713056083,59,F,0,Post-Graduate,Single,TX,yes,no,no,cellular,Businessman,48316
713057658,47,F,4,Graduate,Single,TX,no,no,no,cellular,Selfemployeed,51090
713058858,31,F,1,Graduate,Single,TX,no,yes,no,unknown,Blue-collar,22025
713060283,53,F,1,Graduate,Married,TX,no,yes,no,cellular,White-collar,41404
713061558,38,F,2,Graduate,Single,CA,no,yes,no,unknown,Selfemployeed,5525
713063958,51,M,4,High School,Single,TX,no,yes,no,cellular,Businessman,89811
713064783,49,F,3,Post-Graduate,Married,TX,no,yes,no,cellular,Selfemployeed,53618
713067033,47,F,2,Doctorate,Single,TX,no,no,no,cellular,Retirees,29460
713068833,33,M,3,Graduate,Single,NY,yes,no,no,cellular,Blue-collar,74218
713070033,48,M,3,Graduate,Single,CA,no,yes,yes,cellular,White-collar,79912
713071383,52,M,4,Uneducated,Married,NY,yes,no,no,cellular,Businessman,115030
713072358,55,M,3,Graduate,Single,TX,no,no,no,cellular,White-collar,121440
713075283,40,F,3,Graduate,Single,TX,yes,yes,no,cellular,Retirees,16415
713079108,44,F,4,Unknown,Married,TX,no,yes,no,cellular,Selfemployeed,39984
713081583,42,M,5,Unknown,Married,FL,no,no,no,cellular,Retirees,72536
713082708,47,M,4,Unknown,Single,NY,no,yes,no,cellular,White-collar,52765
713084208,38,F,1,Uneducated,Single,NY,yes,yes,no,unknown,Businessman,26613
713086008,55,F,2,Uneducated,Married,NY,no,no,yes,cellular,Selfemployeed,14975
713086908,45,M,4,Graduate,Married,CA,no,no,no,unknown,Selfemployeed,29062
713087958,36,M,3,Graduate,Married,TX,no,yes,yes,cellular,Selfemployeed,109016
713089458,39,F,3,Doctorate,Married,CA,no,no,no,unknown,Govt,37108
713090658,45,M,4,High School,Married,CA,no,yes,no,cellular,Govt,110658
713094483,52,M,2,High School,Single,NY,yes,no,no,telephone,Selfemployeed,76382
713095533,60,F,1,Graduate,Single,TX,no,yes,no,unknown,Selfemployeed,9535
713096583,30,F,1,Graduate,Married,MI,no,no,no,cellular,White-collar,25025
713101383,40,M,3,Graduate,Married,TX,no,yes,no,unknown,Businessman,98857
713102733,53,M,1,Graduate,Married,FL,yes,no,no,cellular,Govt,111797
713104458,41,F,4,High School,Single,NY,no,yes,no,unknown,Selfemployeed,5525
713105508,51,F,1,Graduate,Single,TX,no,no,no,cellular,Blue-collar,41571
713108433,61,M,1,Graduate,Single,NJ,no,yes,no,cellular,Selfemployeed,14975
713110908,44,F,4,High School,Single,CA,yes,yes,no,cellular,Selfemployeed,14975
713111883,60,M,1,Graduate,Single,NY,yes,no,no,cellular,Blue-collar,42119
713114133,29,F,1,Graduate,Single,NY,no,yes,no,unknown,Businessman,21438
713115483,51,F,2,Graduate,Single,FL,no,yes,yes,cellular,Businessman,24664
713118183,55,M,2,Graduate,Married,WA,no,yes,no,unknown,White-collar,125071
713119308,47,F,3,Uneducated,Single,CA,no,yes,yes,cellular,Blue-collar,58254
713120433,46,M,1,Uneducated,Married,TX,yes,yes,no,cellular,Businessman,69005
713121408,42,M,4,Graduate,Unknown,NJ,no,no,no,cellular,White-collar,59346
713124558,46,F,3,Graduate,Married,FL,yes,yes,yes,cellular,Blue-collar,55154
713126733,51,F,1,High School,Married,CA,no,no,no,cellular,Selfemployeed,10214
713127708,45,M,2,Graduate,Married,GA,no,yes,no,cellular,Retirees,41758
713128833,44,M,1,Unknown,Married,PA,no,yes,no,cellular,Selfemployeed,14975
713131158,51,M,1,Uneducated,Married,NY,no,no,yes,cellular,Govt,111929
713132133,49,M,4,Uneducated,Married,TX,no,yes,no,cellular,White-collar,93146
713133258,42,M,2,Graduate,Single,CA,no,yes,no,cellular,White-collar,117122
713134458,32,F,1,Graduate,Single,CA,yes,no,no,cellular,Selfemployeed,6550
713135883,41,F,3,High School,Single,CA,no,no,no,cellular,Selfemployeed,14975
713137233,41,F,3,Unknown,Married,CO,no,yes,no,cellular,Selfemployeed,5225
713138433,35,F,4,Uneducated,Single,NY,no,no,no,cellular,Blue-collar,35530
713144208,39,F,4,High School,Married,NY,yes,no,no,cellular,White-collar,20780
713146683,48,M,4,Graduate,Married,FL,no,no,yes,cellular,White-collar,99703
713149683,49,F,1,Graduate,Married,TX,no,yes,no,cellular,Blue-collar,10919
713151258,47,F,2,High School,Unknown,FL,yes,yes,no,unknown,Businessman,38274
713152383,38,M,1,High School,Single,TX,yes,no,no,cellular,Selfemployeed,60733
713153733,42,F,3,Graduate,Unknown,FL,yes,no,no,unknown,Selfemployeed,20928
713158083,48,F,3,Graduate,Married,CA,yes,no,no,cellular,White-collar,23176
713159133,39,M,1,Graduate,Single,MI,yes,no,yes,cellular,White-collar,141396
713160258,62,M,0,Graduate,Married,TX,yes,no,no,cellular,Blue-collar,58730
713162358,51,F,2,Graduate,Single,NY,yes,no,no,cellular,Blue-collar,48750
713163258,52,F,1,Graduate,Single,NY,no,no,no,unknown,Businessman,19216
713166333,36,M,3,Unknown,Married,NY,yes,yes,no,cellular,White-collar,63991
713167383,55,M,1,Graduate,Married,TX,no,no,no,cellular,Blue-collar,94744
713168733,43,F,2,Graduate,Married,TX,yes,yes,no,cellular,Businessman,44365
713171358,65,F,1,Post-Graduate,Married,NJ,yes,no,yes,cellular,White-collar,44284
713172408,40,F,3,Graduate,Married,CA,yes,no,no,cellular,Selfemployeed,14144
713175483,28,M,1,Unknown,Unknown,TX,yes,yes,no,cellular,Selfemployeed,41394
713177808,31,M,2,Graduate,Unknown,NY,no,no,no,cellular,Govt,98870
713179083,56,M,3,Unknown,Single,VA,yes,yes,yes,cellular,Retirees,61425
713180433,35,M,3,Graduate,Married,CA,no,no,yes,cellular,Businessman,80401
713181558,40,F,2,Uneducated,Unknown,FL,no,no,no,cellular,Businessman,53499
713182458,45,F,2,Graduate,Married,CA,yes,no,no,cellular,Selfemployeed,11291
713183508,46,M,4,Unknown,Married,TX,yes,no,no,cellular,Retirees,81937
713184858,45,M,4,Unknown,Married,CA,yes,no,no,cellular,Blue-collar,53331
713186058,55,F,2,Post-Graduate,Married,NJ,yes,no,no,cellular,Businessman,23257
713187033,43,F,4,Unknown,Single,FL,yes,no,no,unknown,Retirees,15434
713188383,51,F,4,Graduate,Single,CA,yes,no,no,cellular,Selfemployeed,14214
713193408,41,F,4,High School,Single,TX,no,no,no,cellular,Govt,42627
713194608,65,F,0,Graduate,Single,CA,no,no,no,cellular,White-collar,22949
713195808,43,F,3,High School,Married,TX,no,no,no,cellular,Blue-collar,32524
713197308,46,M,3,High School,Single,CA,no,yes,no,cellular,White-collar,105433
713199558,46,M,4,Graduate,Single,CA,no,no,no,cellular,Retirees,40116
713203908,43,F,3,Graduate,Single,CA,yes,no,no,unknown,White-collar,16654
713205108,45,F,3,High School,Single,TX,no,no,no,cellular,Blue-collar,44119
713206683,54,F,1,Graduate,Single,NY,no,no,no,cellular,Selfemployeed,5525
713208033,40,M,3,Graduate,Married,NJ,no,yes,no,cellular,Businessman,106157
713209308,57,M,2,Uneducated,Unknown,NY,no,yes,no,cellular,Businessman,109459
713213133,55,M,2,Unknown,Married,CA,yes,no,no,cellular,Govt,88112
713214558,63,M,2,Graduate,Married,NY,no,no,no,cellular,Blue-collar,39358
713216883,46,F,4,High School,Married,TX,yes,yes,no,cellular,White-collar,19987
713217858,46,F,3,Graduate,Married,MI,no,yes,yes,cellular,Selfemployeed,9535
713220258,45,F,2,Graduate,Married,TX,no,yes,no,cellular,Selfemployeed,11478
713227233,52,F,2,Graduate,Married,CA,yes,no,no,cellular,White-collar,59415
713229633,45,F,0,Graduate,Married,FL,yes,no,no,cellular,Retirees,20934
713231658,44,M,2,High School,Single,TX,no,no,no,cellular,Selfemployeed,41393
713233908,49,F,4,Uneducated,Single,NY,yes,no,no,unknown,White-collar,33327
713236458,53,M,2,Uneducated,Unknown,FL,no,no,no,cellular,Businessman,112975
713237958,42,F,1,Unknown,Married,FL,no,yes,no,cellular,Blue-collar,17357
713239308,48,M,4,High School,Married,TX,yes,yes,no,cellular,Blue-collar,72248
713240133,34,M,5,Post-Graduate,Single,NJ,no,no,no,cellular,Govt,93029
713241033,44,F,1,Graduate,Single,FL,yes,yes,no,telephone,Retirees,26841
713242383,53,M,1,High School,Single,CA,no,no,no,cellular,Govt,107116
713246208,57,M,3,Graduate,Single,NY,yes,no,no,cellular,Blue-collar,68181
713247408,47,M,2,Graduate,Unknown,NY,no,yes,no,cellular,Retirees,58050
713249883,42,M,3,Doctorate,Single,CA,yes,no,no,cellular,Govt,69109
713251008,38,M,2,Graduate,Unknown,NJ,yes,no,no,cellular,Blue-collar,45305
713253858,42,F,5,Unknown,Single,NV,no,no,no,cellular,Selfemployeed,22986
713254983,46,M,2,Graduate,Single,NJ,yes,no,no,cellular,Govt,58959
713256033,42,M,3,High School,Unknown,FL,yes,yes,no,cellular,Blue-collar,46083
713257083,48,M,3,High School,Unknown,CA,no,yes,no,telephone,White-collar,58430
713259858,45,F,4,Graduate,Married,FL,yes,yes,no,cellular,Businessman,5225
713261133,39,F,2,High School,Married,FL,yes,yes,no,cellular,Blue-collar,23779
713263758,49,M,3,Post-Graduate,Unknown,CA,no,no,no,telephone,Businessman,92518
713264583,46,M,2,Post-Graduate,Married,TX,no,no,no,cellular,Selfemployeed,64831
713265858,61,M,1,Graduate,Unknown,TX,no,yes,no,cellular,White-collar,78602
713267133,48,F,4,Graduate,Single,TX,no,no,no,cellular,Govt,34635
713269533,45,M,2,Graduate,Married,TX,yes,yes,no,cellular,Blue-collar,117030
713271708,55,M,3,High School,Married,TX,no,yes,no,cellular,Govt,63218
713274183,41,F,1,High School,Single,NY,yes,yes,no,cellular,Retirees,52751
713276733,54,M,2,Uneducated,Married,NJ,yes,no,no,cellular,Govt,65066
713277783,34,F,3,Graduate,Married,NY,yes,yes,no,cellular,Selfemployeed,22848
713279808,54,F,3,High School,Married,TX,no,no,no,unknown,Businessman,16413
713281833,37,M,2,Graduate,Unknown,MI,no,yes,no,telephone,White-collar,119002
713282733,31,M,1,Post-Graduate,Single,FL,no,no,no,telephone,Selfemployeed,58268
713283933,48,F,4,Graduate,Married,FL,no,yes,yes,unknown,Selfemployeed,24614
713285058,53,F,1,Graduate,Married,FL,yes,yes,no,cellular,Selfemployeed,56122
713287608,47,F,1,Uneducated,Single,NY,no,yes,no,cellular,Businessman,26988
713289183,47,M,2,Graduate,Married,TX,yes,yes,no,cellular,Selfemployeed,55954
713292933,59,F,0,Graduate,Married,CA,no,yes,yes,unknown,Govt,22678
713293983,51,F,0,Doctorate,Single,CA,no,no,yes,unknown,Businessman,210229
713295183,44,M,4,Uneducated,Unknown,TX,no,yes,no,cellular,Retirees,44735
713299758,50,M,3,High School,Married,NY,no,yes,no,cellular,Govt,103608
713301633,48,M,4,Graduate,Unknown,FL,no,no,yes,cellular,Retirees,60634
713302758,36,M,2,Graduate,Married,NY,no,no,no,cellular,Govt,111484
713303733,46,F,3,Graduate,Married,NY,no,yes,no,cellular,Selfemployeed,14975
713305233,43,M,3,Graduate,Married,TX,yes,yes,no,cellular,White-collar,78891
713307708,50,F,2,Uneducated,Married,NJ,no,yes,no,cellular,Selfemployeed,14975
713308683,52,F,1,Uneducated,Single,CA,yes,yes,no,cellular,Selfemployeed,6550
713309583,48,F,4,Uneducated,Single,NY,yes,yes,no,cellular,Govt,22986
713310558,60,M,0,Graduate,Married,CA,no,no,no,cellular,Govt,51173
713312208,43,F,3,Post-Graduate,Unknown,NY,no,no,no,cellular,Selfemployeed,17332
713314533,34,F,1,Unknown,Married,CA,no,yes,no,cellular,Selfemployeed,19802
713315433,48,F,3,Unknown,Married,NY,yes,no,no,cellular,Businessman,223432
713316558,62,F,0,High School,Married,MO,no,yes,yes,cellular,Blue-collar,41918
713318733,51,M,3,Graduate,Married,TX,no,no,no,cellular,Blue-collar,113808
713320008,42,F,4,Graduate,Single,NY,yes,yes,no,unknown,Govt,52530
713321508,39,M,4,Unknown,Married,NY,no,yes,no,cellular,Govt,69463
713322633,65,F,0,High School,Married,IL,yes,yes,no,cellular,Selfemployeed,14975
713325108,41,F,5,Graduate,Married,FL,yes,no,no,cellular,Retirees,16993
713328108,39,M,3,Uneducated,Single,TX,yes,no,no,telephone,Govt,95430
713330133,35,M,2,Uneducated,Unknown,NY,yes,no,no,cellular,White-collar,128055
713331408,47,M,2,Doctorate,Single,TX,no,yes,no,cellular,Selfemployeed,15826
713333433,65,M,0,Unknown,Single,FL,no,yes,no,telephone,Selfemployeed,14975
713334483,45,F,3,Graduate,Married,FL,no,yes,yes,cellular,Retirees,24418
713336883,38,F,2,Graduate,Married,NY,no,no,no,telephone,Selfemployeed,24918
713339283,53,F,0,High School,Married,CA,no,no,no,cellular,Govt,51320
713343333,48,F,3,High School,Single,CA,yes,yes,no,telephone,Businessman,49260
713345508,46,M,4,Graduate,Single,TX,yes,no,no,cellular,Retirees,64234
713346558,48,F,3,Graduate,Unknown,TX,yes,yes,no,unknown,Retirees,18074
713347608,56,M,2,Graduate,Single,FL,no,no,no,cellular,White-collar,118950
713348433,41,M,3,Graduate,Single,TX,yes,yes,no,cellular,Selfemployeed,64397
713350908,37,F,3,High School,Single,NY,no,no,no,cellular,Selfemployeed,39619
713352183,49,F,5,Unknown,Married,CA,no,no,no,unknown,White-collar,15844
713355708,35,M,2,Unknown,Married,FL,no,yes,yes,cellular,Retirees,96722
713356833,47,F,2,High School,Married,CA,yes,yes,no,cellular,Selfemployeed,14975
713358633,32,F,0,High School,Married,NY,no,yes,yes,cellular,Blue-collar,32306
713362158,44,F,3,Graduate,Unknown,CA,yes,yes,no,cellular,White-collar,38220
713363583,47,F,2,Graduate,Married,TX,yes,yes,no,cellular,Blue-collar,36564
713364783,53,M,3,Post-Graduate,Married,NY,no,yes,no,cellular,Businessman,111207
713366583,31,F,2,Graduate,Married,FL,yes,yes,no,cellular,Blue-collar,13327
713367858,40,M,4,Uneducated,Single,CA,yes,no,yes,cellular,Businessman,110472
713368833,49,F,3,Uneducated,Single,NY,no,yes,no,unknown,Retirees,44876
713370033,26,F,0,Graduate,Single,FL,yes,no,yes,unknown,Blue-collar,20192
713371233,38,F,2,High School,Married,NJ,no,yes,yes,cellular,Businessman,36346
713372583,26,F,0,Graduate,Single,NY,yes,yes,no,cellular,Businessman,42198
713373708,55,F,1,Unknown,Married,CA,no,no,no,cellular,White-collar,27997
713374533,60,F,1,Graduate,Married,NJ,no,no,no,cellular,Retirees,45163
713375658,52,F,2,High School,Single,NY,no,yes,no,unknown,Selfemployeed,25074
713378133,27,F,1,Graduate,Married,IA,no,yes,no,unknown,White-collar,27599
713379258,57,F,2,Post-Graduate,Single,TX,no,yes,no,cellular,Businessman,226140
713380308,56,M,2,Uneducated,Married,NY,no,yes,no,telephone,Govt,50018
713381433,65,M,0,Uneducated,Single,CA,no,no,no,telephone,Blue-collar,17328
713382558,59,M,0,Uneducated,Single,TX,no,yes,yes,cellular,Businessman,56999
713384508,56,F,1,Unknown,Single,TX,no,yes,yes,telephone,White-collar,31603
713388108,38,F,2,High School,Single,IL,yes,no,no,telephone,White-collar,22721
713389233,38,F,4,Uneducated,Married,CA,yes,no,no,unknown,Retirees,37179
713390433,38,M,3,Graduate,Single,FL,no,no,no,cellular,Govt,101263
713394858,46,M,3,High School,Single,FL,yes,yes,no,cellular,Businessman,69503
713396358,52,M,3,Graduate,Single,TX,yes,yes,no,cellular,Retirees,82758
713398158,44,F,3,High School,Unknown,HI,no,no,no,cellular,Businessman,193843
713399583,46,M,3,Graduate,Married,TX,no,yes,no,cellular,Govt,115685
713401758,57,M,1,High School,Single,TX,no,no,yes,cellular,Businessman,84362
713405133,37,M,2,Graduate,Single,FL,no,yes,no,cellular,Businessman,88308
713407458,34,F,2,High School,Single,FL,yes,yes,no,cellular,Govt,45843
713412558,50,F,0,High School,Married,FL,no,yes,no,unknown,White-collar,31371
713413758,52,F,4,High School,Single,NY,yes,no,no,unknown,Blue-collar,24553
713416233,44,F,3,Uneducated,Single,CA,no,yes,no,unknown,Businessman,16810
713417433,32,M,0,Graduate,Single,TX,yes,yes,no,cellular,Blue-collar,65287
713418558,43,F,3,Graduate,Married,NJ,no,no,no,cellular,White-collar,42737
713419908,44,M,4,Graduate,Single,TX,no,yes,no,cellular,Selfemployeed,67668
713422083,31,F,1,High School,Single,NJ,yes,no,no,cellular,Retirees,29709
713424108,51,F,3,Unknown,Single,CA,no,yes,no,cellular,Businessman,30360
713425383,47,M,2,Unknown,Married,IA,no,yes,no,cellular,White-collar,85841
713426358,50,F,2,Graduate,Married,NJ,no,no,no,unknown,Selfemployeed,26580
713428833,47,F,2,Graduate,Unknown,FL,yes,no,no,telephone,Businessman,105435
713431008,54,F,2,Doctorate,Married,NY,yes,no,no,cellular,Govt,53377
